,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
528,100,92,89,63,82,82,67,58,71,50,42,44
529,9,14,9,8,100,19,9,8,11,8,6,9
530,17,14,17,10,7,5,4,100,4,5,3,4
531,54,100,83,25,4,29,13,5,16,14,7,41
532,72,100,81,63,65,67,91,69,74,74,63,83
533,73,70,65,55,61,90,100,86,82,81,69,85
534,0,0,0,0,0,0,0,0,0,0,0,0
535,57,59,55,52,63,71,77,100,87,68,69,69
536,52,68,57,46,100,42,51,38,51,57,33,35
537,86,100,73,52,29,21,19,10,8,30,25,12
538,30,24,23,21,29,12,51,100,40,62,44,47
539,69,68,74,59,30,45,99,100,72,44,36,46
540,27,30,26,21,22,30,100,39,36,26,97,37
541,64,79,77,62,58,68,70,79,77,81,80,100
542,85,99,94,46,42,56,77,61,100,97,48,90
543,82,85,91,85,100,91,90,86,91,85,87,83
544,0,0,0,0,0,0,0,0,0,0,0,0
545,79,74,63,65,85,100,88,73,71,64,71,88
546,0,0,0,0,0,0,0,0,0,0,0,0
547,0,23,55,23,0,45,0,23,100,59,0,32
548,80,42,51,28,24,66,100,71,82,89,60,82
549,27,35,24,26,21,34,100,73,28,24,28,48
550,100,82,64,74,80,47,32,24,27,44,75,96
551,78,100,82,73,48,62,83,78,97,77,59,81
552,82,83,75,68,100,87,73,74,75,87,81,70
553,84,86,72,60,83,95,100,92,95,77,90,97
554,0,0,0,0,0,0,0,0,0,0,0,0
555,17,18,16,13,11,13,13,12,14,100,12,26
556,78,90,80,60,62,67,77,76,99,100,70,75
557,52,49,73,78,100,44,51,62,63,63,91,62
558,78,62,100,29,14,10,16,14,17,33,9,23
559,37,55,100,36,68,74,60,76,69,49,78,88
560,86,77,100,90,89,96,90,83,85,90,94,92
561,73,100,77,58,57,55,78,55,77,63,47,52
562,65,100,56,41,21,54,34,23,38,31,15,32
563,66,76,76,77,74,79,75,69,88,100,80,79
564,58,49,100,73,38,49,91,77,72,76,38,65
565,0,0,100,0,75,0,0,0,0,0,63,0
566,34,100,52,13,3,10,19,34,53,36,17,38
567,50,55,58,53,62,69,79,78,82,100,80,86
568,82,89,85,81,95,96,97,94,100,97,97,100
569,64,77,83,17,3,100,12,58,45,30,4,23
570,89,100,95,63,59,62,66,61,71,78,58,70
571,89,100,87,63,49,52,60,54,64,69,46,59
572,73,100,73,55,61,48,53,59,58,73,45,51
573,15,18,100,15,8,4,6,3,9,8,5,9
574,71,100,65,61,60,65,71,71,78,66,57,69
575,94,80,72,46,65,54,59,66,100,73,49,68
576,0,0,0,0,0,0,0,0,0,0,0,0
577,42,49,100,64,48,50,51,49,52,52,41,83
578,73,73,84,80,98,100,88,83,77,73,82,76
579,82,71,65,64,86,100,94,89,78,71,87,89
580,71,63,60,64,86,100,93,87,76,68,88,88
581,90,100,63,28,13,4,17,4,9,15,10,20
582,35,100,47,36,28,27,34,53,37,29,29,46
583,70,100,89,86,56,84,53,65,94,55,9,50
584,53,42,100,58,0,0,0,0,26,0,0,26
585,55,59,65,64,70,71,78,84,84,87,100,95
586,85,96,86,82,96,100,99,93,90,91,89,98
587,79,100,85,76,85,79,89,81,90,75,74,84
588,62,77,74,65,55,64,82,70,76,81,66,100
589,75,88,74,54,54,60,59,71,100,99,65,72
590,40,100,21,10,0,9,22,7,16,10,7,27
591,0,100,45,55,0,0,0,0,0,0,0,0
592,22,35,27,21,28,31,36,32,31,100,25,28
593,82,83,73,37,26,53,45,57,61,100,46,62
594,69,82,81,85,48,39,32,63,100,47,33,70
595,70,100,86,50,26,32,29,33,31,32,20,29
596,0,100,0,0,42,0,0,0,0,0,0,0
597,85,92,94,88,90,93,92,86,97,100,96,96
598,69,100,58,51,64,44,52,57,60,51,57,79
599,80,85,84,83,100,90,89,81,87,82,86,84
600,71,73,85,79,90,84,92,80,100,90,86,87
601,75,100,72,64,60,55,60,51,61,62,68,82
602,41,66,100,59,27,28,25,21,32,22,20,26
603,72,77,96,100,86,96,91,91,84,93,90,82
604,100,98,96,52,24,17,16,62,23,25,32,18
605,65,67,71,54,46,43,52,57,64,100,63,67
606,82,83,100,69,59,64,68,64,60,57,71,87
607,5,6,6,100,4,4,43,4,5,4,5,5
608,65,58,65,73,84,100,83,73,56,62,63,87
609,40,42,43,41,100,44,39,47,52,56,41,44
610,51,54,58,36,29,27,35,41,56,100,47,46
611,77,86,80,77,79,93,80,83,100,94,68,97
612,67,100,78,54,43,51,53,48,60,55,42,58
613,82,100,92,48,41,34,33,71,33,47,23,56
614,82,100,92,48,41,34,33,71,33,47,23,56
615,82,100,92,48,41,35,33,71,33,47,23,56
616,83,100,92,51,44,38,36,72,36,49,26,57
617,82,100,92,48,40,36,36,71,38,52,25,58
618,69,100,77,48,43,46,53,48,64,62,46,57
619,0,0,0,0,0,0,0,0,0,0,0,0
620,86,100,92,63,59,56,72,66,60,65,54,62
621,100,79,78,50,76,60,65,73,93,77,54,71
622,57,50,100,79,25,26,23,18,24,49,33,18
623,100,100,88,57,71,61,67,70,90,76,54,74
624,100,78,76,47,74,57,63,71,92,75,51,68
625,71,76,63,66,37,61,68,71,100,70,68,75
626,48,61,46,29,30,29,29,32,39,52,49,100
627,78,81,97,81,90,80,85,70,68,100,84,99
628,51,76,32,31,69,59,73,100,89,62,62,74
629,66,47,51,38,58,76,80,100,63,49,70,74
630,88,100,95,62,57,60,64,57,66,74,51,65
631,79,80,87,83,99,100,94,87,85,82,90,86
632,73,73,84,80,98,100,88,83,77,73,82,76
633,100,62,16,4,9,0,0,12,30,7,4,0
634,0,0,0,0,0,0,0,0,0,0,0,0
635,35,100,49,36,19,47,33,5,28,35,11,50
636,100,95,68,66,63,70,96,93,83,73,53,73
637,11,14,11,100,42,17,19,13,21,55,15,15
638,97,100,60,58,42,51,58,47,57,43,44,51
639,100,96,60,42,0,19,57,19,70,66,13,0
640,100,91,50,48,24,15,36,57,58,33,26,34
641,94,100,87,47,43,46,76,53,44,42,48,76
642,70,76,100,71,78,61,77,70,67,80,89,89
643,100,0,0,0,0,0,0,83,0,0,0,0
644,59,71,78,62,88,90,90,84,100,89,53,61
645,65,65,70,50,50,50,75,89,100,79,57,63
646,55,67,67,64,100,73,84,83,81,86,67,79
647,50,67,75,34,31,43,79,76,100,81,49,94
648,0,0,0,0,0,0,0,0,0,0,0,0
649,10,38,15,12,34,22,26,18,17,69,100,20
650,100,84,91,76,84,86,85,84,88,99,89,82
651,76,100,70,47,27,51,71,51,66,55,38,54
652,63,54,100,38,43,51,66,76,37,50,41,37
653,60,76,64,50,38,76,100,79,93,93,69,84
654,100,86,57,34,13,42,52,26,55,34,8,34
655,41,36,34,33,35,34,100,47,34,31,31,46
656,32,84,0,16,100,45,71,16,16,19,0,0
657,76,67,59,60,77,77,78,75,77,100,77,82
658,93,100,82,52,24,35,51,31,50,39,15,46
659,44,27,36,39,11,36,93,70,100,67,20,36
660,99,100,93,83,34,36,62,32,40,23,17,29
661,24,76,100,92,67,43,25,19,23,18,9,14
662,49,42,24,0,15,22,100,24,8,0,0,17
663,68,76,68,68,100,75,75,68,82,88,69,78
664,93,92,100,87,52,54,86,40,92,74,44,69
665,65,0,0,45,39,100,55,61,77,19,19,90
666,89,100,94,65,61,72,72,63,71,79,54,67
667,100,93,78,42,62,35,46,44,57,36,32,52
668,43,96,12,7,12,23,31,31,14,0,0,100
669,0,0,0,0,0,0,0,0,0,0,0,0
670,80,100,69,0,14,0,29,14,0,0,0,29
671,100,49,100,0,20,20,43,30,34,26,18,38
672,0,0,0,0,0,0,0,0,0,0,0,100
673,96,99,79,59,84,95,100,79,76,70,79,96
674,38,29,33,32,94,100,73,61,53,48,70,88
675,0,0,0,0,0,7,43,32,54,100,64,86
676,100,39,44,22,29,27,45,25,50,48,50,39
677,100,0,29,0,0,35,0,29,0,0,0,0
678,61,100,28,27,39,25,19,35,37,60,30,32
679,89,98,100,71,85,77,55,47,39,31,37,42
680,64,62,80,64,72,67,72,85,89,94,86,100
681,74,79,91,84,98,100,96,93,92,90,88,88
682,73,80,70,55,64,86,79,87,100,95,75,87
683,18,19,16,100,20,17,25,19,19,22,14,16
684,100,13,11,10,12,12,10,13,9,8,8,9
685,33,38,30,31,47,71,86,61,77,54,72,100
686,73,100,67,53,37,52,80,77,98,80,64,95
687,85,99,87,60,59,65,65,72,96,100,65,74
688,65,75,55,35,32,42,51,61,91,100,52,70
689,0,0,0,0,0,15,47,49,80,100,57,84
690,100,93,63,41,24,20,19,13,15,22,14,39
691,63,100,75,52,41,42,47,38,45,42,34,51
692,74,100,80,58,47,51,56,49,55,72,42,58
693,65,100,78,54,45,46,52,43,60,48,36,52
694,41,100,63,35,12,13,15,3,27,7,16,21
695,85,100,80,37,48,58,63,59,80,75,67,86
696,0,100,27,23,0,23,0,0,23,0,23,23
697,56,100,49,13,4,3,3,1,2,3,0,2
698,0,0,0,0,0,100,0,0,0,0,0,0
699,98,100,76,38,24,36,48,47,56,45,35,49
700,53,62,47,22,25,100,74,35,52,46,40,40
701,29,0,59,0,0,0,100,0,47,0,29,29
702,40,51,21,14,9,8,14,18,24,19,8,100
703,100,98,58,18,4,7,9,5,12,5,6,26
704,80,89,84,58,67,72,82,80,92,88,86,100
705,37,100,51,19,11,17,26,50,43,20,18,49
706,34,30,27,24,32,41,100,96,59,32,32,38
707,79,100,59,21,10,8,9,16,10,8,5,9
708,13,8,12,6,4,100,26,7,10,5,2,7
709,27,29,32,27,29,34,51,52,100,38,62,45
710,100,0,83,83,0,0,83,83,0,0,0,100
711,65,65,71,66,100,89,78,73,71,65,67,70
712,18,100,29,15,34,8,8,0,15,7,0,15
713,80,82,64,52,62,80,77,64,76,66,76,100
714,34,49,34,28,17,29,100,66,70,48,35,50
715,0,0,0,0,0,0,100,0,0,0,0,0
716,57,76,56,51,55,66,65,66,78,82,82,100
717,73,73,84,80,98,100,88,83,77,73,82,76
718,61,74,58,60,65,95,95,100,79,83,89,86
719,67,42,0,0,0,0,0,100,0,0,0,0
720,0,15,48,30,0,15,100,43,13,38,0,0
721,0,0,0,0,0,0,0,0,0,0,0,0
722,54,43,34,31,55,96,72,100,99,57,56,58
723,90,88,87,74,66,70,84,80,84,100,76,83
724,0,0,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,71,100,0,0
726,43,48,55,53,63,85,100,69,77,58,88,61
727,0,0,0,0,0,0,0,0,0,0,0,0
728,72,43,33,15,9,18,42,32,100,47,30,40
729,100,68,73,80,62,50,51,43,50,42,56,61
730,27,17,14,18,40,100,71,41,37,22,48,45
731,64,91,76,64,60,66,80,72,100,80,73,71
732,0,0,100,0,0,0,0,0,0,0,0,0
733,44,91,100,21,11,11,26,14,40,38,23,44
734,74,75,93,70,60,100,94,61,82,68,58,86
735,62,68,100,58,50,56,62,58,65,59,49,60
736,82,100,77,70,21,26,56,46,41,24,2,25
737,90,66,61,42,66,61,64,95,100,80,61,69
738,40,22,33,28,54,82,85,76,85,61,94,100
739,88,70,66,52,67,79,70,88,57,67,66,100
740,82,77,78,78,89,100,89,82,80,82,86,90
741,73,72,51,42,48,59,57,50,51,47,56,100
742,98,99,96,100,94,97,98,94,82,87,86,87
743,82,96,92,77,80,94,99,89,93,100,83,97
744,79,79,90,82,98,100,90,86,81,76,84,81
745,79,100,76,57,56,70,49,65,54,39,44,67
746,87,87,81,80,87,87,88,90,100,100,92,92
747,47,30,31,28,41,100,94,43,34,39,29,63
748,59,46,33,28,29,42,100,53,39,29,37,57
749,43,29,78,100,31,26,27,33,19,53,12,23
750,83,100,78,72,0,28,0,0,0,0,28,0
751,45,29,0,64,53,100,87,35,60,47,64,20
752,14,18,15,100,30,22,19,17,15,16,16,14
753,69,70,80,79,100,86,79,76,77,76,75,74
754,74,100,55,43,29,35,58,57,55,42,34,41
755,100,47,50,12,10,12,14,0,27,15,17,0
756,26,100,22,11,3,17,34,76,46,91,74,56
757,8,9,8,11,17,13,11,15,10,10,100,12
758,77,69,61,61,71,73,75,79,80,100,79,76
759,66,68,58,63,50,59,72,76,100,81,66,68
760,79,43,100,100,40,36,95,46,71,53,36,35
761,87,100,90,92,100,100,99,89,94,87,81,80
762,65,100,76,55,46,47,51,42,50,47,37,52
763,0,0,0,0,0,0,0,0,0,0,0,0
764,77,100,53,27,0,37,17,53,47,17,0,0
765,84,96,100,77,65,71,93,71,91,54,54,67
766,65,67,57,48,55,61,86,100,88,78,63,65
767,81,100,93,83,68,84,85,88,88,94,67,80
768,0,0,0,0,0,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0,0,0,0,0,0
770,0,0,0,0,0,0,0,0,0,0,0,0
771,0,33,0,67,67,89,0,0,33,0,28,100
772,61,53,63,31,41,54,62,40,49,37,51,100
773,96,94,63,70,56,61,72,83,100,73,88,76
774,100,71,75,50,47,42,46,75,59,57,46,45
775,90,91,100,62,62,66,83,70,68,77,66,83
776,89,91,100,63,63,66,82,70,69,76,66,82
777,60,100,54,40,10,3,12,66,16,32,11,28
778,100,88,65,46,57,87,71,89,78,87,57,82
779,91,100,96,90,84,86,90,70,76,86,83,94
780,89,92,84,71,61,50,54,65,64,82,62,100
781,100,87,78,80,69,62,67,85,75,44,45,41
782,72,100,85,44,44,46,48,52,63,48,42,59
783,54,55,57,44,41,40,100,37,42,59,39,40
784,100,83,77,62,63,80,82,80,74,72,79,85
785,7,3,7,1,4,5,4,10,63,58,100,73
786,0,0,0,0,0,0,0,0,0,0,100,0
787,89,100,89,39,20,23,21,11,14,8,0,26
788,78,85,80,73,70,72,90,99,100,94,77,94
789,71,23,23,22,16,100,52,28,25,24,56,56
790,56,100,41,59,63,49,44,24,93,54,63,78
791,66,65,100,73,85,80,93,72,78,78,75,82
792,53,17,20,10,7,6,11,7,20,11,11,100
793,71,74,50,55,77,87,66,91,78,77,84,100
794,34,37,66,59,36,55,48,100,77,25,82,60
795,55,87,70,47,68,58,100,58,74,71,48,62
796,53,100,53,9,10,8,10,7,8,8,8,8
797,0,0,0,0,0,0,0,0,0,0,0,0
798,45,37,38,51,56,69,100,79,66,53,46,55
799,28,21,21,25,48,42,46,45,50,100,35,33
800,29,15,14,14,88,87,89,73,79,100,55,50
801,70,100,23,6,17,7,3,7,10,19,3,13
802,94,98,100,80,86,78,78,83,76,76,66,70
803,35,33,43,39,39,100,46,87,47,61,65,44
804,90,89,82,93,80,86,81,80,100,83,66,78
805,47,39,42,37,62,73,85,78,85,87,100,92
806,24,31,26,23,49,50,42,39,43,43,40,100
807,100,64,50,38,10,11,25,14,29,23,14,24
808,14,17,14,19,8,10,13,100,64,40,95,52
809,38,36,30,19,18,24,39,49,100,39,21,25
810,38,36,30,19,18,24,39,49,100,39,21,25
811,84,56,70,73,71,83,95,86,85,88,69,100
812,84,56,70,73,71,83,95,86,85,88,69,100
813,35,41,39,37,59,98,100,66,67,56,56,58
814,72,79,83,76,88,90,85,100,87,80,83,83
815,76,75,91,92,100,94,91,79,81,83,86,85
816,100,96,79,31,15,19,31,28,41,41,17,36
817,48,44,38,35,46,45,45,75,44,46,49,100
818,81,25,14,12,38,59,68,90,100,58,47,56
819,30,0,11,81,0,0,0,0,0,0,100,85
820,100,90,45,61,3,5,51,97,80,78,71,55
821,84,97,100,63,53,43,56,44,28,20,16,44
822,80,96,81,74,85,91,93,100,99,75,80,85
823,6,4,4,2,1,2,3,2,3,100,7,7
824,20,22,21,16,18,20,31,41,100,52,19,21
825,54,38,86,65,100,30,30,54,14,0,49,0
826,60,67,72,65,66,78,83,69,76,72,100,73
827,100,93,48,35,39,35,32,27,29,35,36,35
828,87,72,75,70,78,82,76,69,51,54,96,100
829,76,89,76,55,55,61,60,71,100,100,65,72
830,75,89,75,53,54,60,58,70,99,100,64,71
831,45,45,37,100,35,35,40,38,47,49,33,36
832,94,91,77,58,59,64,62,74,100,99,68,74
833,80,84,94,85,95,92,100,84,87,80,83,81
834,84,100,82,78,67,67,65,56,54,48,44,57
835,67,69,78,66,48,56,69,100,85,83,43,59
836,88,100,95,63,57,60,65,59,69,76,53,67
837,100,67,59,48,45,50,45,50,65,58,49,56
838,100,54,48,44,45,42,41,46,52,44,46,47
839,100,51,46,44,45,42,39,44,52,42,45,45
840,29,42,41,15,12,12,14,100,22,21,15,73
841,55,46,65,53,61,91,95,66,79,100,82,79
842,55,46,64,53,61,91,94,66,79,100,82,79
843,92,100,68,59,53,63,97,98,71,55,51,61
844,34,45,24,62,0,0,0,0,0,0,17,100
845,68,100,79,56,45,51,55,44,55,50,41,58
846,43,38,40,34,58,100,70,56,50,42,66,66
847,100,91,86,29,19,14,19,18,19,19,9,20
848,27,28,46,22,27,46,42,33,100,30,28,41
849,100,100,82,73,59,65,71,73,76,99,74,77
850,9,4,1,0,100,1,0,1,3,0,1,4
851,12,100,39,9,10,10,11,10,10,11,10,11
852,0,0,0,0,0,0,0,0,0,0,0,0
853,33,46,42,30,36,44,58,50,60,70,100,63
854,46,57,59,45,46,47,100,46,50,50,54,54
855,15,0,0,0,0,0,100,0,0,0,0,0
856,0,22,43,0,0,48,0,100,22,0,0,43
857,0,100,9,0,0,0,7,53,76,93,50,93
858,0,0,0,0,0,0,0,0,0,0,0,0
859,73,73,75,88,99,97,98,100,98,95,100,96
860,63,78,83,61,55,100,94,85,63,60,77,85
861,0,0,0,0,0,0,0,0,0,0,0,0
862,100,49,50,37,38,55,49,38,41,38,43,49
863,82,83,83,66,100,96,82,66,69,64,57,72
864,58,65,75,87,100,84,65,64,73,60,59,59
865,89,94,91,100,90,91,93,80,92,93,75,72
866,58,70,61,50,49,59,88,100,98,78,56,58
867,5,5,6,100,10,11,10,6,6,5,7,8
868,4,4,14,22,67,99,69,39,76,41,100,74
869,68,59,56,64,78,91,100,66,49,41,93,91
870,16,19,21,18,22,42,69,98,100,86,52,38
871,52,58,49,37,25,30,100,43,54,41,27,40
872,0,58,0,0,0,0,42,0,0,100,0,0
873,51,56,57,53,60,56,52,49,58,100,74,52
874,66,10,9,18,100,16,29,9,26,8,8,11
875,24,24,27,21,25,42,24,19,22,21,100,32
876,73,73,83,38,36,38,54,68,100,50,41,62
877,48,67,56,43,51,58,100,72,76,59,89,89
878,0,0,0,0,0,0,0,0,0,0,0,0
879,89,100,68,34,23,25,35,39,42,68,48,58
880,100,73,69,49,30,30,42,40,44,39,21,34
881,60,60,49,47,58,58,60,100,56,48,63,55
882,7,6,6,4,8,11,10,7,100,5,9,22
883,2,2,2,1,2,3,2,2,100,2,2,5
884,64,65,62,55,82,91,100,82,98,77,93,87
885,0,0,0,0,0,0,0,0,0,0,0,0
886,2,2,1,1,1,1,100,2,1,1,2,2
887,79,91,82,57,49,61,66,63,87,100,55,67
888,92,88,83,53,55,79,89,77,87,69,63,100
889,0,0,0,0,0,0,0,0,0,0,0,100
890,78,77,89,82,98,100,90,85,80,75,84,80
891,69,79,100,39,5,6,9,6,10,19,13,33
892,100,93,67,30,60,37,61,47,58,78,54,100
893,0,0,0,0,0,0,0,0,0,0,0,0
894,100,68,79,21,13,7,20,17,27,31,13,43
895,100,60,45,64,6,21,27,13,30,23,7,21
896,96,100,94,46,42,63,73,48,62,43,43,77
897,98,72,72,91,90,88,100,84,79,83,76,70
898,44,28,27,27,51,59,57,50,43,100,77,70
899,22,18,25,15,25,36,18,100,75,23,10,31
900,77,53,50,37,32,80,76,80,79,73,67,100
901,66,49,73,100,85,74,43,33,49,47,32,37
902,6,4,5,4,8,12,100,9,45,6,10,14
903,45,73,23,100,27,0,0,0,27,0,27,0
904,82,100,81,47,46,44,51,69,84,71,56,79
905,59,72,76,46,55,68,83,75,100,87,66,97
906,91,100,97,85,77,79,81,88,77,58,54,57
907,73,100,76,45,33,39,48,37,47,43,28,44
908,58,100,84,57,48,51,45,33,34,44,31,29
909,100,57,57,21,18,12,23,21,27,29,12,28
910,73,73,84,80,98,100,88,83,77,73,82,76
911,58,63,80,31,25,32,58,55,79,100,37,82
912,63,100,62,31,18,20,28,32,45,50,18,31
913,100,93,94,82,96,96,89,77,90,99,87,83
914,0,0,0,0,0,0,0,0,0,0,0,0
915,98,100,82,50,45,45,76,43,61,46,23,42
916,63,100,71,54,34,44,46,50,73,59,31,55
917,63,46,100,68,38,42,38,46,48,40,54,49
918,77,88,67,56,69,69,60,77,100,94,72,84
919,96,92,50,47,83,96,90,69,90,83,100,87
920,63,100,39,34,27,48,41,32,44,39,54,65
921,0,0,0,0,0,0,0,0,0,0,0,0
922,68,100,67,55,47,47,52,41,47,31,30,46
923,45,0,0,77,73,45,64,23,55,100,0,95
924,0,0,0,0,0,0,0,0,0,0,0,0
925,45,55,54,67,100,71,57,53,59,92,88,57
926,18,16,23,23,32,43,43,32,69,98,100,81
927,100,91,85,77,75,68,71,75,54,52,68,87
928,100,58,42,0,42,75,0,0,0,42,0,0
929,35,42,38,64,35,100,40,30,35,37,28,32
930,81,100,91,63,53,75,78,62,85,67,52,77
931,39,57,68,13,4,15,23,35,100,34,62,47
932,41,31,40,29,100,100,93,86,74,68,86,87
933,65,100,74,58,45,50,62,54,60,52,44,59
934,100,47,27,33,23,28,49,32,45,41,25,32
935,82,87,76,69,70,84,94,85,98,100,77,86
936,62,54,56,58,61,100,65,38,48,29,36,43
937,76,89,75,54,54,60,59,71,98,100,64,71
938,100,74,96,75,74,95,79,64,82,77,67,77
939,76,57,58,40,73,100,91,85,75,54,83,96
940,61,45,63,48,59,87,87,100,80,55,49,65
941,70,80,100,92,80,93,81,67,76,87,93,74
942,50,37,36,27,48,65,69,62,51,51,84,100
943,39,38,46,27,25,49,78,76,100,93,48,76
944,20,100,60,13,26,48,26,19,73,38,69,36
945,82,62,100,39,31,29,85,33,77,46,45,72
946,76,88,71,58,40,49,91,93,100,65,43,74
947,76,73,62,56,61,85,100,78,93,83,76,92
948,31,4,4,8,53,52,50,36,25,23,99,100
949,62,100,65,41,27,42,64,50,77,55,48,72
950,76,64,64,65,90,100,84,85,83,72,75,91
951,19,91,34,52,19,36,19,69,100,41,12,73
952,63,100,75,52,41,42,47,38,45,42,34,51
953,100,36,80,52,80,57,39,70,89,75,88,70
954,33,35,48,73,100,61,62,57,48,68,60,100
955,33,34,47,73,100,60,61,57,47,68,59,100
956,58,48,49,86,82,54,57,47,49,100,75,65
957,82,87,89,73,59,66,78,84,75,64,75,100
958,100,61,67,46,35,47,46,66,42,33,94,77
959,62,49,86,53,59,80,91,69,89,87,90,100
960,100,69,60,42,42,36,23,45,33,35,21,30
961,99,100,77,64,60,74,79,73,70,61,64,80
962,20,4,9,3,2,8,2,15,89,100,12,10
963,69,73,84,51,47,60,89,65,76,70,100,67
964,74,100,58,58,35,52,60,53,55,40,35,58
965,100,88,70,50,52,46,59,55,62,61,42,66
966,46,53,50,49,34,34,49,50,100,43,32,47
967,79,100,73,75,41,49,55,48,75,55,48,76
968,5,6,6,56,8,8,100,15,25,17,13,12
969,34,38,51,58,59,81,82,81,87,100,80,75
970,32,28,24,20,22,19,20,17,100,15,15,18
971,66,24,25,27,67,100,76,65,62,35,69,92
972,100,84,74,34,35,43,51,32,37,23,31,70
973,85,74,72,49,55,72,99,55,78,63,55,100
974,63,0,0,38,0,0,50,0,0,100,0,0
975,35,45,44,35,35,45,45,89,100,64,35,51
976,72,95,51,100,64,31,47,20,29,31,24,24
977,96,100,70,45,39,44,47,41,52,35,22,72
978,84,100,85,60,46,58,74,66,82,65,56,76
979,93,100,90,84,66,61,66,55,68,59,50,49
980,79,93,72,50,45,64,100,80,90,67,53,64
981,61,100,64,95,42,34,34,33,47,70,72,42
982,87,95,95,66,61,72,98,79,100,88,64,82
983,88,93,91,79,86,96,100,90,94,81,65,88
984,73,11,14,91,100,16,34,14,20,26,49,54
985,55,25,27,28,22,29,23,69,100,48,24,42
986,0,0,0,0,0,0,0,0,0,0,0,0
987,100,73,7,7,10,72,6,0,58,23,43,54
988,100,79,75,55,53,57,59,54,61,65,49,64
989,100,87,86,71,41,62,57,53,57,52,33,70
990,42,23,0,23,0,0,19,42,42,31,100,19
991,75,54,62,50,34,44,66,65,100,86,53,71
992,69,100,37,35,46,37,26,5,9,4,15,10
993,74,71,74,78,98,98,95,95,96,100,97,89
994,39,100,10,25,13,51,16,13,11,0,0,0
995,71,100,62,45,46,41,43,24,36,27,18,54
996,83,85,92,86,100,92,92,89,92,86,89,84
997,69,100,53,35,46,47,52,41,44,36,33,40
998,70,100,59,51,52,51,58,51,55,51,52,74
999,0,0,0,0,0,0,0,0,0,0,0,0
1000,73,100,70,92,88,87,91,71,95,65,37,65
1001,84,93,76,76,50,77,100,59,41,61,27,44
1002,100,52,39,33,44,69,70,63,59,55,54,70
1003,58,79,100,29,16,20,56,28,54,80,23,87
1004,100,93,70,36,38,25,29,25,42,35,23,37
1005,28,32,30,28,28,100,35,31,36,27,54,34
1006,77,100,64,48,31,39,63,58,53,35,20,42
1007,26,35,36,31,37,54,69,100,77,53,37,47
1008,7,9,10,9,10,100,16,21,15,12,11,12
1009,69,72,73,69,93,100,95,92,91,84,97,93
1010,76,83,82,66,76,100,91,82,91,76,74,84
1011,100,53,44,36,35,42,51,47,47,37,75,56
1012,83,100,64,34,46,95,41,38,47,59,32,42
1013,0,0,0,0,0,0,0,0,0,0,0,0
1014,100,98,60,69,58,52,47,47,48,61,92,49
1015,100,98,62,69,57,52,48,47,49,62,90,49
1016,100,60,75,68,84,88,91,84,67,64,60,76
1017,100,82,58,41,41,28,13,11,14,20,46,63
1018,84,81,85,81,93,100,96,90,89,85,89,89
1019,88,85,93,85,94,100,99,92,91,89,89,93
1020,75,69,70,67,100,96,95,89,84,82,85,87
1021,3,2,2,1,2,2,100,8,4,2,2,3
1022,57,84,68,100,63,84,68,88,52,75,63,60
1023,77,87,78,65,59,60,68,60,100,69,48,64
1024,63,100,75,52,41,42,47,38,45,42,34,51
1025,56,100,49,54,32,43,37,32,32,41,29,34
1026,80,65,62,45,67,77,86,86,83,58,79,100
1027,79,83,67,77,68,65,79,93,83,74,100,88
1028,90,88,81,91,80,86,82,82,100,83,67,80
1029,62,55,54,55,70,78,88,100,77,67,85,66
1030,79,100,81,60,51,57,56,49,52,49,43,61
1031,67,49,42,48,72,100,52,74,53,45,45,55
1032,67,60,89,94,76,100,78,87,80,78,69,88
1033,100,63,38,35,45,54,67,96,67,47,64,64
1034,100,95,84,65,46,50,55,60,73,73,49,66
1035,78,74,80,87,94,88,77,72,73,100,82,79
1036,81,79,97,90,100,83,98,85,83,83,82,88
1037,78,79,98,91,100,79,93,80,79,79,75,80
1038,45,92,100,30,16,13,24,41,67,81,21,24
1039,77,78,72,82,100,97,91,93,86,94,82,74
1040,57,85,85,26,8,12,23,13,41,64,12,100
1041,74,65,62,57,60,100,78,60,66,63,86,72
1042,100,97,80,76,60,72,81,65,64,57,41,92
1043,3,2,0,2,2,0,100,60,20,0,7,6
1044,74,100,65,78,63,55,51,51,56,66,84,53
1045,74,100,65,78,63,55,51,51,56,66,84,53
1046,74,100,65,78,63,55,51,51,56,66,84,53
1047,0,0,0,0,0,0,0,0,0,0,0,0
1048,76,81,77,74,69,77,90,100,92,85,92,79
1049,50,34,28,30,31,100,54,63,78,38,41,50
1050,68,53,63,32,29,33,46,42,52,38,100,62
1051,100,63,39,39,47,58,69,98,70,50,65,65
1052,28,44,28,100,25,20,21,24,21,21,17,21
1053,100,63,38,35,45,54,67,96,67,47,64,64
1054,44,51,51,69,64,100,59,52,57,67,77,78
1055,58,100,48,39,15,30,38,42,45,22,26,40
1056,69,70,90,54,100,93,73,50,54,59,75,60
1057,75,89,91,66,59,70,82,75,96,100,67,83
1058,14,17,14,19,18,14,100,12,15,15,11,48
1059,67,69,77,48,39,100,40,38,48,57,40,40
1060,100,63,38,35,45,54,67,96,67,47,64,64
1061,56,100,57,7,4,3,4,2,5,7,1,2
