,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
8857,10,9,9,2,4,10,22,62,100,91,13,12
8858,51,48,46,48,53,65,77,97,83,100,69,63
8859,6,0,0,0,3,6,10,0,34,73,28,100
8860,0,0,0,100,0,0,0,0,0,0,0,0
8861,0,0,77,38,38,38,100,42,50,19,0,0
8862,31,24,31,23,12,25,41,53,85,100,53,100
8863,0,0,0,0,0,0,0,100,100,0,0,0
8864,94,96,100,30,25,33,31,32,30,23,26,24
8865,14,0,6,0,54,23,13,54,100,78,44,91
8866,0,0,0,0,0,0,0,0,0,0,0,100
8867,64,0,55,0,0,100,0,0,0,0,0,0
8868,0,0,0,14,16,14,35,0,100,43,41,27
8869,0,0,0,0,0,0,0,0,0,0,0,0
8870,35,50,100,32,31,32,40,36,43,40,28,43
8871,32,36,48,19,10,13,45,47,60,100,33,72
8872,37,34,33,100,37,42,60,56,67,52,34,44
8873,91,100,98,49,9,3,6,6,7,17,18,28
8874,23,65,100,32,8,27,26,16,43,43,33,35
8875,76,73,62,56,61,85,100,78,93,83,76,92
8876,52,100,8,1,4,1,0,1,2,1,3,15
8877,79,71,72,62,72,73,86,87,100,90,70,69
8878,38,42,43,34,33,75,55,65,69,100,54,50
8879,3,1,2,1,3,5,22,76,100,41,11,17
8880,2,11,1,4,9,46,52,100,88,49,30,34
8881,0,0,0,0,0,0,0,0,0,0,0,0
8882,14,16,9,12,14,11,30,27,38,23,15,100
8883,12,12,45,11,51,37,66,60,96,100,29,37
8884,0,0,0,0,0,0,0,0,0,0,0,0
8885,21,100,76,42,5,17,25,22,20,79,21,34
8886,81,75,70,76,84,87,100,76,64,45,88,90
8887,30,44,36,41,19,29,39,47,67,100,36,47
8888,0,0,0,0,0,0,0,0,0,0,0,0
8889,40,82,65,100,68,45,53,56,73,74,69,91
8890,82,75,69,66,81,95,83,66,100,76,73,77
8891,0,0,0,0,0,0,0,0,0,0,0,0
8892,0,0,0,0,0,0,0,0,100,100,0,0
8893,30,36,34,77,32,44,45,55,100,92,51,41
8894,30,36,34,77,32,44,45,55,100,92,51,41
8895,29,35,33,74,34,53,52,57,100,91,52,44
8896,30,36,34,77,32,44,45,55,100,92,51,42
8897,52,67,56,81,39,51,55,59,100,92,52,50
8898,30,36,34,77,32,44,45,55,100,93,51,41
8899,30,36,34,77,32,44,45,55,100,92,51,41
8900,30,36,34,77,32,44,45,55,100,92,51,41
8901,30,36,34,76,33,45,45,55,100,92,51,42
8902,33,38,36,78,37,48,48,57,100,92,53,44
8903,22,27,25,57,24,33,34,49,98,100,45,36
8904,30,36,34,77,32,44,45,55,100,92,51,42
8905,30,37,34,79,34,45,46,55,100,92,51,42
8906,30,36,34,77,32,44,45,55,100,92,51,42
8907,30,36,34,77,32,44,45,55,100,93,51,42
8908,31,38,35,76,32,44,46,56,100,100,52,44
8909,30,36,34,77,32,44,46,55,100,93,51,42
8910,46,53,50,79,46,56,57,65,100,96,68,56
8911,41,46,43,80,46,55,56,64,100,92,60,52
8912,31,38,35,76,33,51,52,56,100,94,51,43
8913,29,0,0,24,24,0,100,86,24,48,52,0
8914,0,0,0,0,0,0,0,0,0,0,0,0
8915,91,100,22,16,3,5,6,4,8,7,4,13
8916,28,45,67,100,13,17,13,60,27,23,2,12
8917,19,16,23,13,7,17,32,45,62,100,22,47
8918,84,100,87,49,25,31,51,19,43,52,13,28
8919,0,0,0,0,0,0,0,0,0,0,0,0
8920,8,5,5,4,8,19,69,100,31,18,24,14
8921,33,95,83,35,34,42,54,56,94,100,48,56
8922,11,19,0,0,0,0,0,22,20,100,0,13
8923,20,27,31,20,26,33,51,61,100,99,54,44
8924,76,84,83,50,43,53,62,59,97,100,44,68
8925,48,44,34,27,13,28,7,100,6,25,34,0
8926,53,61,51,37,37,46,66,58,78,100,56,71
8927,51,58,49,38,18,23,56,42,76,100,37,65
8928,50,62,61,61,83,86,79,63,68,82,100,89
8929,0,0,0,0,0,0,0,0,0,0,0,0
8930,3,5,4,4,10,12,14,100,36,27,17,15
8931,36,43,43,0,36,100,0,79,0,93,79,43
8932,63,60,52,41,34,79,83,76,100,82,46,67
8933,35,40,35,28,18,32,31,41,62,100,28,48
8934,85,81,84,92,98,93,90,100,98,99,100,96
8935,77,71,96,65,81,86,95,88,95,65,70,100
8936,0,8,7,0,7,5,9,74,100,49,30,54
8937,100,0,0,0,0,0,0,0,0,0,0,0
8938,80,77,75,79,100,93,94,97,87,80,88,89
8939,0,0,0,0,0,16,16,76,100,0,28,7
8940,100,45,52,47,49,55,60,56,58,56,47,90
8941,100,45,52,47,49,55,60,56,58,56,47,90
8942,97,58,58,53,57,75,82,81,69,77,61,100
8943,100,52,58,55,59,65,69,69,66,63,57,96
8944,89,76,76,80,99,94,98,100,93,89,90,99
8945,0,0,0,0,0,0,0,0,100,0,0,83
8946,0,0,0,0,0,0,0,0,0,0,0,100
8947,77,77,89,81,98,100,91,85,81,75,84,80
8948,0,0,56,0,100,0,28,33,0,0,0,33
8949,0,55,55,45,64,0,82,0,0,100,0,0
8950,24,29,28,20,27,49,44,63,100,80,37,40
8951,89,86,99,85,100,97,93,93,93,95,98,90
8952,34,46,100,20,9,60,88,46,78,62,32,63
8953,0,0,0,0,0,0,0,100,21,25,0,0
8954,36,31,34,26,37,47,100,83,100,88,31,24
8955,0,0,0,0,0,50,50,50,0,0,0,100
8956,59,26,19,0,0,0,59,19,0,0,0,100
8957,0,0,0,0,0,0,0,35,100,94,0,0
8958,4,17,26,7,2,10,26,60,100,81,6,12
8959,65,85,74,73,68,66,72,73,85,100,76,81
8960,0,0,0,0,0,0,0,0,0,0,0,0
8961,84,100,84,73,70,100,91,79,92,76,73,80
8962,0,0,0,0,0,0,0,0,0,0,0,0
8963,22,8,3,3,100,10,37,67,42,21,25,30
8964,68,72,54,56,65,69,71,100,69,65,75,71
8965,0,0,0,0,0,1,3,35,100,42,7,0
8966,0,0,0,0,0,0,0,100,0,16,0,16
8967,16,0,5,5,22,18,100,13,37,42,37,40
8968,0,0,25,0,8,0,26,51,100,64,29,10
8969,0,0,0,0,0,0,0,0,0,0,0,0
8970,15,18,16,15,15,15,25,44,100,47,15,14
8971,56,58,59,44,22,45,67,60,100,83,35,30
8972,28,22,41,5,10,17,31,28,58,76,61,100
8973,78,42,35,12,12,51,58,80,100,94,74,99
8974,43,60,66,41,23,24,36,34,73,100,23,42
8975,40,29,95,67,31,100,93,0,0,0,0,0
8976,71,44,69,58,42,53,66,44,51,50,74,100
8977,0,0,0,58,0,0,0,0,0,83,0,100
8978,89,98,98,100,56,35,58,70,92,83,52,88
8979,57,65,53,29,29,75,100,77,52,28,32,38
8980,43,53,65,36,11,41,100,59,36,33,13,31
8981,14,11,7,10,32,48,100,73,57,38,20,44
8982,0,0,0,0,0,0,0,0,0,0,0,0
8983,74,15,49,33,0,13,62,82,97,85,13,100
8984,59,72,52,36,40,67,76,62,89,100,53,81
8985,85,88,86,81,87,81,89,91,100,86,90,95
8986,0,0,0,0,0,0,0,0,0,0,0,0
8987,63,64,59,47,42,61,65,83,100,90,59,78
8988,39,41,52,39,33,40,46,71,64,55,49,100
8989,74,64,75,63,47,60,71,70,92,96,61,100
8990,61,90,82,52,40,54,57,71,100,87,49,68
8991,6,6,6,5,5,100,12,10,12,15,8,10
8992,31,48,34,16,10,26,27,64,100,50,25,47
8993,53,38,39,29,27,42,37,36,44,37,41,100
8994,46,36,41,31,29,48,41,41,49,41,45,100
8995,46,36,40,31,29,47,41,40,49,42,45,100
8996,45,36,41,31,31,57,51,47,55,48,48,100
8997,46,36,41,31,29,48,41,41,50,41,45,100
8998,46,36,41,31,29,48,41,41,49,41,45,100
8999,46,36,41,31,29,48,41,41,49,41,45,100
9000,69,99,100,53,40,71,33,14,39,13,0,7
9001,20,22,34,28,21,27,33,24,35,55,89,100
9002,20,22,34,28,21,27,33,24,35,55,89,100
9003,20,22,34,28,21,27,33,24,35,55,89,100
9004,0,0,0,0,0,0,0,0,0,0,0,0
9005,0,0,0,0,0,0,0,0,0,0,0,0
9006,0,0,0,0,0,0,0,0,0,0,0,0
9007,25,19,21,12,20,31,27,49,53,37,22,100
9008,5,10,23,3,0,22,11,7,100,37,0,31
9009,0,0,19,0,38,35,65,19,73,19,100,46
9010,51,100,79,40,14,24,31,24,77,98,21,23
9011,30,42,43,34,24,35,28,49,100,58,26,36
9012,28,33,27,20,18,28,29,55,100,68,26,37
9013,13,19,16,16,36,45,70,86,100,81,45,42
9014,7,7,15,0,6,33,47,15,41,100,0,6
9015,0,0,0,0,0,0,0,0,0,0,0,0
9016,8,14,13,100,7,5,49,76,60,40,31,19
9017,0,0,0,0,0,0,0,0,0,0,0,0
9018,36,20,7,0,6,67,100,12,23,56,9,19
9019,100,4,3,0,0,25,36,10,44,26,12,76
9020,22,15,5,11,6,16,0,10,0,50,23,100
9021,0,0,100,0,0,0,42,0,0,0,0,37
9022,0,0,0,0,0,0,0,0,0,0,0,0
9023,58,63,56,44,41,45,61,58,61,100,56,62
9024,5,9,100,56,33,24,15,9,18,27,10,29
9025,39,29,31,36,99,97,89,69,62,57,100,85
9026,25,29,29,22,27,50,45,64,100,81,38,41
9027,46,3,6,9,37,60,57,52,80,50,44,100
9028,73,86,73,53,53,60,59,72,100,100,64,70
9029,40,23,28,23,41,46,55,69,100,82,43,83
9030,14,8,9,7,32,45,100,79,59,30,16,30
9031,37,34,24,0,6,24,57,59,100,75,21,42
9032,0,0,0,0,1,3,5,17,100,94,3,4
9033,83,65,47,42,100,77,75,62,67,56,51,98
9034,71,78,83,71,83,84,91,89,100,95,82,88
9035,25,47,35,13,11,17,25,77,68,100,22,51
9036,36,52,49,26,25,30,43,63,100,95,43,62
9037,32,81,100,49,6,7,10,18,23,21,9,15
9038,32,81,100,49,6,7,10,18,23,21,9,15
9039,80,95,83,72,63,71,83,74,80,82,73,100
9040,40,62,49,29,35,61,70,72,80,71,62,100
9041,10,10,10,7,9,19,26,54,100,80,32,44
9042,59,68,48,40,48,60,60,74,100,95,51,69
9043,54,25,26,31,54,78,100,92,71,63,63,79
9044,0,7,35,20,16,24,35,39,63,100,61,47
9045,41,49,56,58,83,84,100,71,76,84,72,70
9046,100,83,73,49,43,46,54,58,66,58,52,65
9047,8,0,20,0,5,11,31,42,34,100,91,81
9048,42,46,46,29,35,41,53,47,59,100,40,54
9049,28,23,23,19,29,32,37,35,41,100,28,38
9050,19,14,13,12,34,46,100,82,56,59,20,29
9051,10,9,9,12,14,14,14,14,15,100,14,13
9052,17,18,26,26,19,8,100,13,27,26,3,24
9053,10,9,9,8,13,18,15,14,21,100,14,17
9054,61,88,99,88,20,21,44,72,100,64,30,92
9055,0,0,0,0,0,0,0,0,0,0,0,0
9056,40,29,35,25,48,58,75,75,88,100,53,72
9057,62,53,56,85,55,70,93,84,96,100,67,85
9058,0,0,0,100,0,0,0,0,0,0,0,0
9059,0,0,0,0,0,0,0,0,0,0,0,0
9060,0,0,0,0,0,0,0,0,0,0,0,0
9061,29,40,35,25,38,59,62,63,49,36,100,96
9062,29,37,32,22,40,60,66,71,53,36,93,100
9063,45,7,100,37,16,43,38,36,75,27,19,43
9064,0,0,0,0,0,0,0,0,0,0,0,0
9065,27,96,79,36,11,16,68,27,64,100,42,71
9066,38,38,47,44,19,16,22,16,28,100,0,66
9067,37,49,48,52,38,46,49,54,98,100,43,43
9068,38,49,48,52,38,46,49,54,98,100,43,44
9069,51,60,60,100,52,58,57,65,99,100,56,52
9070,37,49,48,52,38,45,49,54,98,100,43,43
9071,38,49,48,53,39,47,50,55,99,100,44,44
9072,39,50,49,53,40,48,50,55,98,100,44,45
9073,48,70,65,39,36,43,54,54,87,100,44,63
9074,62,80,78,53,47,57,68,64,92,100,56,73
9075,50,46,52,87,35,28,64,94,100,42,22,26
9076,34,43,19,20,3,5,22,24,32,42,12,100
9077,0,12,15,0,4,20,11,39,100,71,7,34
9078,72,98,100,46,26,35,36,32,59,79,21,38
9079,53,100,89,31,18,14,9,10,26,28,5,14
9080,54,56,58,54,76,80,100,72,78,79,68,53
9081,54,62,61,24,8,32,62,69,100,98,24,60
9082,72,80,71,50,47,57,61,69,100,85,45,72
9083,30,49,44,51,44,43,60,75,100,95,42,50
9084,33,6,6,19,13,67,47,13,63,100,20,6
9085,73,73,84,80,98,100,88,83,77,73,82,76
9086,42,0,19,23,38,0,100,23,42,69,0,0
9087,86,85,81,81,92,94,99,100,92,82,94,91
9088,43,59,64,44,35,52,47,59,95,100,55,58
9089,75,100,98,74,86,97,86,79,90,87,81,84
9090,45,59,54,37,27,23,56,51,100,66,49,29
9091,3,3,4,1,0,13,7,48,100,57,18,12
9092,16,25,36,24,33,51,68,90,91,100,39,42
9093,0,0,0,0,0,0,0,0,0,0,0,0
9094,52,65,88,44,43,40,57,70,100,78,46,77
9095,25,30,29,21,28,50,46,64,100,81,38,41
9096,5,3,4,0,0,3,3,29,100,50,0,0
9097,56,59,58,55,52,58,63,61,78,76,100,63
9098,0,0,0,0,0,0,0,0,0,0,0,0
9099,68,75,74,62,67,75,82,87,100,93,77,80
9100,68,75,74,62,67,75,82,87,100,93,77,80
9101,100,63,66,60,18,15,15,6,5,0,0,22
9102,29,81,52,7,0,0,15,44,11,64,22,100
9103,4,2,10,21,0,8,14,0,58,100,0,13
9104,5,21,17,0,0,12,7,20,41,100,5,38
9105,42,42,35,27,12,18,51,90,100,66,16,42
9106,18,25,22,9,9,13,14,27,58,100,44,60
9107,0,0,0,0,0,0,0,0,0,0,0,0
9108,9,8,9,9,15,15,23,47,68,100,28,19
9109,27,26,26,29,47,54,100,92,87,87,66,54
9110,14,21,25,17,10,12,13,14,26,34,63,100
9111,0,0,0,0,0,1,2,46,100,71,1,0
9112,9,2,5,3,13,14,30,51,79,100,17,24
9113,43,39,33,34,51,68,91,86,98,100,68,75
9114,0,0,0,0,0,0,100,0,0,0,0,83
9115,0,0,0,0,0,0,0,0,0,0,0,0
9116,11,63,4,0,5,21,19,0,100,26,23,16
9117,100,2,2,1,0,0,2,1,0,0,0,0
9118,84,73,70,61,76,82,85,87,87,86,98,100
9119,67,3,5,12,2,7,4,26,25,15,16,100
9120,15,26,100,14,19,25,27,22,25,24,19,24
9121,100,56,22,41,0,41,19,0,59,22,26,37
9122,0,0,0,0,100,28,2,2,11,0,0,0
9123,0,0,0,0,100,28,2,2,11,0,0,0
9124,73,73,84,80,98,100,88,83,77,73,82,76
9125,6,7,0,3,1,14,20,64,100,91,37,44
9126,48,58,48,39,44,52,73,85,100,84,75,82
9127,78,100,93,37,23,31,22,6,6,51,22,8
9128,63,83,5,15,17,58,100,56,35,41,18,30
9129,0,0,0,0,0,0,0,0,0,0,0,0
9130,56,28,36,23,37,55,60,49,62,50,48,100
9131,52,24,35,20,38,62,70,47,58,44,46,100
9132,26,13,8,13,30,45,46,100,98,83,43,50
9133,0,0,0,0,0,0,0,0,0,0,0,0
9134,0,0,8,0,0,7,7,9,100,35,0,9
9135,0,0,0,0,0,0,3,42,100,71,0,0
9136,0,1,0,1,1,6,5,44,100,53,2,7
9137,17,22,22,21,50,62,55,69,100,75,43,35
9138,8,8,24,18,17,19,28,64,100,93,28,27
9139,6,0,13,0,0,9,6,32,100,27,8,22
9140,30,52,61,82,96,45,47,59,93,100,31,48
9141,0,0,0,0,0,0,0,0,0,0,100,0
9142,10,16,39,35,8,16,35,27,100,51,16,25
9143,0,0,0,0,0,0,0,0,0,0,0,0
9144,26,46,69,0,0,8,85,100,51,36,11,8
9145,72,73,84,80,98,100,89,83,77,74,82,76
9146,0,0,3,0,0,0,17,65,100,78,23,26
9147,27,30,36,26,35,43,69,86,100,62,39,69
9148,18,5,59,7,0,0,20,15,100,83,6,6
9149,0,6,8,0,0,5,20,87,100,17,11,5
9150,44,41,67,17,7,22,37,58,57,100,25,19
9151,2,0,10,7,8,59,41,100,43,8,39,22
9152,14,36,87,40,13,15,51,46,81,100,32,88
9153,99,100,83,39,34,45,52,29,49,27,20,42
9154,28,31,30,22,29,51,47,65,100,81,39,42
9155,76,88,75,55,59,62,60,74,99,100,65,72
9156,87,85,82,100,63,64,76,70,72,97,62,76
9157,62,80,80,46,45,54,76,65,86,100,58,78
9158,80,78,66,54,58,67,74,85,100,90,59,76
9159,86,99,100,71,68,58,61,70,79,96,71,73
9160,50,66,63,52,52,65,77,78,100,70,62,78
9161,25,29,44,38,33,53,49,65,100,80,37,40
9162,25,28,38,26,50,65,85,100,70,93,45,75
9163,59,62,59,49,52,64,79,67,76,75,57,100
9164,36,47,45,24,16,23,41,50,75,100,40,80
9165,30,23,53,42,35,41,49,52,43,83,33,100
9166,79,100,64,64,19,24,41,25,32,77,52,32
9167,89,87,87,72,66,69,84,80,84,100,77,88
9168,70,81,77,52,22,60,87,72,76,81,85,100
9169,76,57,36,34,55,57,76,80,100,74,72,100
9170,0,100,0,0,0,0,0,0,0,0,0,0
9171,0,0,0,0,0,0,0,0,0,0,0,0
9172,71,60,77,79,100,92,79,83,71,63,63,62
9173,85,87,92,92,100,96,94,95,100,96,95,94
9174,37,33,20,17,17,17,100,33,20,0,0,0
9175,4,8,8,5,6,11,19,37,81,69,25,100
9176,0,18,14,0,4,19,31,11,100,82,17,3
9177,12,12,53,22,0,0,47,12,61,100,22,12
9178,0,1,2,0,2,5,11,60,100,57,11,6
9179,16,19,0,41,0,16,16,38,81,72,100,16
9180,0,0,0,0,0,0,0,0,0,0,0,0
9181,0,0,0,0,0,0,0,0,0,0,0,0
9182,0,0,0,0,0,100,0,0,0,0,0,0
9183,0,0,0,0,0,0,0,0,0,0,0,0
9184,35,100,87,29,1,1,1,33,84,66,14,9
9185,79,71,68,72,99,100,89,86,84,79,85,79
9186,24,100,0,0,0,29,21,79,29,53,15,62
9187,66,66,86,61,64,93,94,76,71,68,100,76
9188,36,31,22,15,15,39,84,100,61,43,18,21
9189,33,33,32,16,38,39,100,41,18,36,5,16
9190,0,0,100,0,0,0,0,0,0,0,0,0
9191,0,0,0,100,0,0,0,0,0,0,0,0
9192,83,33,0,28,28,0,0,0,0,100,0,28
9193,45,56,55,36,44,55,58,100,82,54,48,48
9194,0,0,0,0,0,0,0,0,0,0,0,0
9195,100,31,17,14,20,14,14,11,12,16,15,23
9196,83,76,75,53,47,75,81,75,100,90,77,86
9197,0,0,0,0,0,60,0,0,100,50,0,0
9198,71,67,64,67,100,90,81,82,82,69,75,75
9199,100,31,17,14,20,14,14,11,12,16,15,23
9200,0,0,0,0,0,0,0,0,0,0,0,0
9201,5,11,9,2,37,34,37,100,100,69,32,29
9202,8,8,7,7,8,9,12,12,15,11,100,12
9203,0,0,0,0,0,0,0,0,0,0,0,100
9204,60,56,72,64,68,75,83,86,100,88,74,77
9205,73,73,84,80,98,100,88,83,77,73,82,76
9206,27,34,41,55,32,49,51,75,100,100,48,47
9207,29,35,42,54,34,54,55,76,100,99,51,51
9208,95,80,47,79,100,76,58,62,65,94,98,75
9209,28,33,34,60,30,40,44,59,100,85,46,40
9210,23,26,26,23,27,32,36,51,100,88,43,36
9211,44,51,51,45,39,47,74,85,100,72,45,57
9212,22,0,0,0,7,15,18,38,51,100,14,16
9213,97,80,74,83,80,100,86,50,39,97,51,34
9214,38,58,65,60,45,95,83,85,87,100,93,82
9215,34,55,78,60,56,55,74,75,100,97,52,66
9216,18,27,22,13,10,32,33,60,100,74,22,19
9217,26,18,18,15,4,15,38,13,100,88,10,15
9218,49,37,32,19,18,45,50,52,84,100,32,90
9219,34,37,38,28,32,51,64,66,100,81,38,42
9220,28,36,29,18,13,43,32,17,31,100,46,39
9221,41,0,16,14,95,43,14,100,73,35,30,0
9222,0,0,0,0,0,0,0,0,0,0,0,0
9223,63,82,100,39,35,42,63,51,75,90,43,61
9224,100,98,86,57,40,39,55,36,36,47,22,28
9225,3,9,5,2,1,7,9,55,100,39,10,7
9226,59,77,50,34,30,43,71,76,100,63,41,59
9227,57,74,48,34,30,44,69,74,100,63,41,59
9228,28,43,30,20,30,33,30,100,62,51,28,32
9229,13,26,32,22,45,70,100,54,75,36,22,25
9230,0,0,0,86,0,0,100,0,0,0,0,0
9231,37,34,38,27,30,41,88,83,100,73,45,67
9232,0,0,0,0,0,0,0,0,0,0,0,0
9233,0,0,0,100,0,0,0,0,0,0,0,0
9234,20,32,31,33,21,29,31,49,100,80,21,30
9235,22,27,20,18,10,14,14,66,100,73,32,58
9236,3,3,2,4,4,10,13,49,100,57,14,12
9237,21,61,60,8,7,29,39,63,100,32,29,23
9238,2,0,1,0,3,22,10,19,100,56,9,8
9239,46,60,64,43,51,67,77,77,99,100,42,56
9240,21,21,16,13,22,24,27,28,35,28,25,100
9241,34,52,36,27,49,69,67,100,90,95,56,77
9242,0,0,0,0,0,0,0,100,0,0,0,0
9243,100,58,47,43,44,32,43,38,57,91,49,98
9244,9,20,19,17,26,29,30,87,73,100,41,26
9245,52,52,85,53,63,100,100,91,89,48,38,59
9246,49,74,77,45,31,42,52,66,100,83,41,57
9247,51,88,100,56,23,33,55,55,70,78,38,58
9248,96,100,88,79,59,62,68,77,79,91,70,76
9249,13,32,18,14,13,32,47,87,87,100,22,14
9250,12,28,33,20,11,42,38,88,100,36,8,19
9251,8,10,12,11,13,14,20,49,100,90,17,13
9252,80,94,96,72,81,89,91,94,92,100,79,82
9253,0,0,0,0,0,0,0,0,0,0,0,0
9254,63,78,89,77,100,98,96,94,95,97,84,86
9255,56,55,56,49,52,58,57,81,100,87,62,64
9256,53,41,43,41,78,99,100,90,97,76,78,98
9257,65,68,68,60,58,63,63,82,100,91,65,67
9258,60,60,61,57,63,65,63,83,100,89,66,69
9259,61,59,61,53,100,59,60,83,93,83,66,73
9260,100,0,0,33,47,0,0,33,40,33,0,0
9261,0,0,0,0,0,0,100,0,0,0,0,0
9262,19,45,29,100,19,19,44,52,83,55,19,77
9263,29,73,59,10,57,45,22,100,51,61,10,47
9264,6,7,11,14,100,56,20,15,15,17,14,12
9265,36,6,34,91,40,9,10,17,21,32,8,100
9266,47,46,34,42,28,38,45,47,100,87,42,73
9267,5,2,1,2,25,38,100,72,39,11,5,10
9268,35,15,82,13,25,50,76,40,100,62,53,74
9269,46,42,46,29,23,10,35,82,93,64,37,100
9270,79,65,35,13,13,25,100,31,25,94,71,88
9271,60,49,26,52,45,65,78,50,84,72,58,100
9272,76,78,76,68,73,79,82,89,100,92,78,82
9273,45,45,36,22,20,22,55,65,72,100,24,69
9274,0,0,0,0,0,0,0,0,0,0,0,0
9275,100,59,35,43,28,32,52,53,75,54,18,65
9276,0,65,0,0,0,35,71,53,100,0,35,29
9277,0,0,0,100,0,0,0,0,0,0,0,0
9278,24,29,28,20,27,49,44,63,100,80,37,40
9279,73,100,0,32,23,0,0,0,50,50,0,23
9280,4,2,0,10,7,8,16,24,60,100,30,33
9281,23,26,25,22,28,33,36,48,100,92,45,36
9282,24,26,25,22,28,33,36,49,100,92,46,36
9283,23,25,24,22,28,32,35,48,100,92,45,35
9284,23,25,24,22,28,32,35,48,100,92,45,36
9285,23,25,24,22,28,32,35,48,100,92,45,35
9286,47,43,38,31,44,66,59,63,81,83,60,100
9287,52,60,63,33,21,21,32,52,100,80,38,46
9288,0,0,0,0,0,0,0,0,0,0,0,0
9289,10,29,96,100,22,6,52,39,38,12,9,21
9290,0,0,30,0,0,0,0,0,100,25,0,0
9291,76,81,77,76,87,100,85,86,91,88,82,90
9292,75,25,0,0,29,100,0,54,50,79,25,21
9293,4,2,1,2,25,38,100,72,39,11,5,10
9294,82,90,99,79,88,83,91,78,96,100,88,100
9295,34,53,50,32,72,69,67,71,100,99,46,53
9296,48,62,61,54,66,70,73,76,100,97,50,83
9297,0,0,0,3,6,25,34,77,96,100,13,44
9298,9,6,5,5,27,40,100,72,43,16,9,14
9299,0,86,0,0,0,0,0,0,0,0,100,0
9300,4,5,2,3,5,5,100,6,3,8,4,10
9301,0,9,21,0,4,13,23,51,100,94,4,9
9302,52,70,60,52,52,54,81,56,86,73,68,100
9303,69,100,89,40,38,52,60,54,58,63,48,66
9304,4,1,1,3,5,8,14,61,100,78,12,6
9305,0,0,0,0,0,0,0,0,0,0,0,0
9306,40,70,65,52,50,55,63,75,100,80,42,46
9307,27,89,98,16,6,27,47,43,83,100,47,12
9308,52,50,52,71,76,100,70,70,76,67,85,95
9309,83,0,0,100,0,0,0,0,0,0,0,0
9310,0,0,0,0,100,0,0,0,0,0,0,0
9311,75,78,64,59,59,64,70,64,72,100,77,77
9312,26,25,29,33,39,100,33,26,28,28,26,27
9313,0,0,0,0,0,0,0,100,0,0,0,0
9314,2,7,4,0,1,11,3,17,100,41,2,1
9315,74,85,91,62,49,63,78,76,91,100,57,70
9316,47,57,56,36,33,47,51,65,100,87,42,52
9317,79,62,71,59,83,84,78,72,78,78,100,65
9318,15,13,6,7,6,28,27,53,100,79,33,29
9319,0,40,69,7,0,7,0,0,14,100,0,32
9320,73,73,84,80,98,100,88,83,77,73,82,76
9321,88,87,87,80,89,100,95,95,96,91,96,99
9322,0,0,0,0,0,0,0,0,0,0,0,0
9323,24,37,33,33,3,9,18,50,81,100,14,18
9324,0,39,14,45,52,14,45,45,100,50,100,30
9325,20,15,11,6,6,18,27,56,100,76,22,26
9326,100,92,68,70,52,56,36,54,96,84,28,98
9327,0,0,2,0,0,5,8,23,100,24,0,14
9328,0,0,0,0,0,71,0,0,100,0,0,0
9329,16,18,17,17,24,35,40,52,100,87,52,40
9330,34,33,39,32,32,40,58,56,85,100,50,85
9331,0,0,0,0,0,0,0,0,0,0,0,0
9332,5,1,10,7,16,31,36,63,82,100,35,14
9333,33,50,57,24,41,58,100,61,86,81,51,97
9334,67,100,59,70,61,54,52,62,58,67,93,52
9335,26,30,30,21,29,51,46,64,100,81,39,41
9336,38,25,23,6,9,39,25,30,73,100,11,38
9337,97,100,10,46,29,32,17,41,59,52,10,41
9338,17,39,39,23,48,55,73,78,100,62,43,62
9339,25,29,31,24,26,34,47,59,84,100,48,57
9340,38,70,69,40,28,40,61,70,100,69,48,79
9341,52,56,59,51,53,54,57,57,55,100,44,49
9342,21,23,21,14,15,34,74,32,40,100,31,36
9343,18,18,16,13,17,71,100,64,55,42,25,42
9344,22,21,23,19,24,81,100,75,62,45,31,44
9345,42,41,46,34,29,50,50,76,100,61,38,52
9346,15,18,53,56,0,74,100,32,15,0,44,32
9347,100,28,56,0,67,0,78,28,0,33,0,0
9348,0,0,0,0,0,0,0,0,0,0,0,0
9349,36,39,40,34,39,51,50,79,94,100,51,54
9350,36,39,40,34,39,51,50,79,94,100,51,54
9351,39,43,44,38,43,53,54,79,94,100,53,57
9352,36,39,40,34,39,51,50,79,94,100,51,54
9353,36,39,39,34,39,51,50,79,94,100,50,54
9354,36,39,40,34,39,51,50,79,94,100,51,54
9355,41,43,43,38,47,58,57,82,97,100,56,58
9356,62,53,45,39,47,60,63,97,100,99,63,65
9357,36,39,40,34,39,51,50,79,94,100,51,54
9358,41,43,42,35,40,55,57,84,94,100,54,62
9359,66,49,45,41,47,62,60,87,96,100,70,86
9360,24,34,33,21,13,21,44,47,100,90,32,59
9361,3,16,12,12,27,59,98,65,90,100,26,77
9362,62,75,0,95,25,99,59,86,83,6,32,100
9363,16,19,4,8,12,10,50,100,58,42,0,20
9364,36,41,49,32,20,31,44,39,71,100,34,58
9365,0,0,0,0,0,0,86,0,86,71,0,100
9366,16,47,0,13,39,24,55,39,45,68,13,100
9367,55,27,23,27,0,86,100,73,23,0,73,0
9368,29,27,39,21,17,31,67,47,72,100,28,50
9369,0,0,0,0,0,0,0,0,0,0,0,0
9370,62,66,70,61,56,62,69,74,99,100,73,72
9371,41,43,49,35,41,47,59,73,100,70,50,71
9372,15,21,19,15,41,40,45,82,100,79,44,54
